City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
110,badger,64.8,-147.5333,-12.94,77,40,0.0,US,1707176100
111,novyy urgal,51.0736,132.5642,-28.89,99,100,0.49,RU,1707176100
112,cuauhtemoc,28.4167,-106.8667,15.95,18,83,5.7,MX,1707176100
113,oriximina,-1.7656,-55.8661,28.8,64,97,0.73,BR,1707176100
114,timimoun,29.2639,0.231,12.21,47,0,5.14,DZ,1707176101
115,tazovsky,67.4667,78.7,-25.2,100,72,4.15,RU,1707176101
116,lobujya,27.95,86.8167,-17.45,27,0,0.94,NP,1707176101
117,kuusamo,65.9667,29.1833,-21.98,84,75,1.03,FI,1707176101
118,kismayo,-0.3582,42.5454,26.58,85,61,5.22,SO,1707176101
119,west island,-12.1568,96.8225,26.99,89,40,3.6,CC,1707176101
120,gadani,25.1185,66.7299,18.12,72,46,3.22,PK,1707176101
121,dryden,49.7833,-92.7503,3.16,75,0,3.09,CA,1707176101
122,shibata,37.95,139.3333,0.93,100,75,2.57,JP,1707176102
123,bahia honda,22.9036,-83.1592,19.6,70,42,10.23,CU,1707176102
124,jablanica,43.6603,17.7617,2.04,92,15,1.45,BA,1707176102
125,qaqortoq,60.7167,-46.0333,-21.09,70,0,2.98,GL,1707176102
126,warmbad,-28.45,18.7333,23.78,33,0,3.24,NA,1707176102
127,masterton,-40.9597,175.6575,27.28,18,29,3.23,NZ,1707176102
128,ust-nera,64.5667,143.2,-29.14,84,100,0.51,RU,1707176103
129,zunyi,27.6867,106.9072,0.93,93,100,0.94,CN,1707176103
130,laojunmiao,39.8333,97.7333,-9.99,82,100,2.58,CN,1707176103
131,east london,-33.0153,27.9116,22.91,86,0,1.94,ZA,1707176103
132,zhigalovo,54.8097,105.1578,-18.42,99,99,0.35,RU,1707176103
133,rusape,-18.5278,32.1284,18.58,68,16,2.44,ZW,1707176103
134,alice springs,-23.7,133.8833,26.79,32,75,6.17,AU,1707176103
135,mondariz,42.2311,-8.4584,11.22,93,0,1.03,ES,1707176104
136,puerto ayora,-0.7393,-90.3518,25.86,94,76,1.79,EC,1707176104
137,shibetsu,43.659,145.132,-8.67,72,52,3.44,JP,1707176104
138,isafjordur,66.0755,-23.124,-8.39,77,100,5.12,IS,1707176104
139,sitka,57.0531,-135.33,3.94,87,40,0.0,US,1707176104
140,lethbridge,49.7,-112.8186,-5.46,93,100,2.06,CA,1707176104
141,aydarken,39.9443,71.3429,-8.14,48,83,5.27,KG,1707176104
142,remire-montjoly,4.9167,-52.2667,27.02,89,75,1.54,GF,1707176105
143,carutapera,-1.195,-46.02,25.61,90,33,2.91,BR,1707176105
144,santa rosa,14.3122,121.1114,26.71,82,79,2.1,PH,1707175855
145,taltal,-25.4,-70.4833,22.25,81,0,1.84,CL,1707176105
146,whitehorse,60.7161,-135.0538,-19.57,84,100,2.57,CA,1707175940
147,santa cecilia,-26.9608,-50.4269,17.39,97,100,1.05,BR,1707175854
148,aras-asan,8.8908,126.3033,26.0,81,100,1.23,PH,1707176105
149,vicente guerrero,19.1194,-98.1708,23.66,13,0,4.51,MX,1707176106
150,chonchi,-42.6128,-73.8092,20.56,74,62,1.67,CL,1707175908
151,isangel,-19.55,169.2667,26.16,89,100,4.65,VU,1707176056
152,malvan,16.0667,73.4667,24.59,59,0,3.37,IN,1707176106
153,karratha,-20.7377,116.8463,28.98,58,14,3.28,AU,1707176106
154,tocopilla,-22.092,-70.1979,23.85,71,1,0.54,CL,1707176106
155,levuka,50.1834,-105.4011,0.84,70,100,2.57,CA,1707176106
156,kwang binh,17.4833,106.6,22.28,94,43,0.22,VN,1707176107
157,midvagur,62.0511,-7.1939,0.46,80,100,9.26,FO,1707176107
158,smidovich,48.6,133.8167,-27.96,100,82,0.51,RU,1707176107
159,kendari,-3.945,122.4989,25.36,88,100,0.83,ID,1707176107
160,homer,59.6425,-151.5483,-1.07,85,100,4.92,US,1707176107
161,berdigestyakh,62.0989,126.6992,-39.09,100,77,0.85,RU,1707176107
162,san juan,-31.5375,-68.5364,34.6,29,23,2.41,AR,1707175831
163,yerofey pavlovich,53.9667,121.9667,-25.47,96,5,1.61,RU,1707176107
164,bikenibeu village,1.3673,173.1241,30.98,74,75,4.12,KI,1707176108
165,yellowknife,62.456,-114.3525,-21.36,77,0,1.03,CA,1707175817
166,bubaque,11.2833,-15.8333,26.35,75,0,5.1,GW,1707176108
167,queenstown,-31.8976,26.8753,17.36,85,3,0.37,ZA,1707176108
168,palmer,42.1584,-72.3287,2.01,38,0,3.09,US,1707176108
169,port isabel,26.0734,-97.2086,22.05,66,0,8.94,US,1707176108
170,la passe,45.5549,-0.8967,6.13,81,100,1.68,FR,1707176108
171,juneau,58.3019,-134.4197,2.45,97,100,2.06,US,1707176022
172,imperatriz,-5.5264,-47.4917,24.68,89,92,1.66,BR,1707176109
173,nova vicosa,-17.8919,-39.3719,25.52,88,80,3.13,BR,1707176109
174,ulanhot,46.0833,122.0833,-13.78,79,100,1.18,CN,1707176109
175,papatowai,-46.5619,169.4708,20.35,62,100,3.56,NZ,1707176109
176,kone,-21.0595,164.8658,26.75,87,100,3.01,NC,1707176109
177,san andres,12.5847,-81.7006,28.01,78,40,4.12,CO,1707175874
178,les avirons,-21.2418,55.3394,20.05,68,0,3.09,RE,1707176109
179,antsiranana,-12.2787,49.2917,24.19,93,76,1.97,MG,1707176110
180,novi sad,45.2517,19.8369,4.0,78,34,2.32,RS,1707175560
181,chicoana,-25.1009,-65.5331,25.03,68,100,1.48,AR,1707176110
182,codrington,-38.2667,141.9667,17.99,49,4,5.7,AU,1707176110
183,bridgewater,44.3835,-64.5155,0.82,83,96,6.69,CA,1707175819
184,talnakh,69.4865,88.3972,-24.7,89,78,2.34,RU,1707176110
185,port mathurin,-19.6833,63.4167,25.69,68,72,7.05,MU,1707176110
186,callao,-12.0667,-77.15,28.16,61,0,5.14,PE,1707176111
187,tiksi,71.6872,128.8694,-32.28,96,59,1.53,RU,1707176111
188,betio village,1.358,172.9211,31.02,79,95,5.7,KI,1707176111
189,petropavlovsk-kamchatsky,53.0452,158.6483,-9.67,80,75,3.13,RU,1707175852
190,mahina,-17.5065,-149.489,25.87,89,75,6.17,PF,1707176111
191,barra de santo antonio,-9.4047,-35.5072,27.6,81,30,3.02,BR,1707176111
192,tofol,5.3248,163.0078,28.88,74,75,7.2,FM,1707176111
193,hillsboro,45.5229,-122.9898,9.34,86,100,2.57,US,1707175894
194,balabac,7.9868,117.0645,27.11,74,74,5.49,PH,1707176112
195,khanty-mansiysk,61.0042,69.0019,-11.94,79,75,0.0,RU,1707176112
196,mascote,-15.5631,-39.3025,23.17,97,46,0.36,BR,1707176112
197,riversdale,18.1659,-76.9642,24.5,92,14,1.76,JM,1707176112
198,brokopondo,4.75,-55.1667,26.93,79,98,5.15,SR,1707176112
199,pingyin,36.2831,116.4453,-5.31,88,40,0.67,CN,1707176112
200,gizo,-8.103,156.8419,28.48,80,98,6.07,SB,1707176112
201,khalkhal,37.6189,48.5258,-1.88,92,97,9.38,IR,1707176113
202,haiku-pauwela,20.9219,-156.3051,26.25,64,20,11.83,US,1707176113
203,moyynkum,44.2914,72.9469,-2.97,85,95,3.84,KZ,1707176113
204,coquimbo,-29.9533,-71.3436,19.85,82,40,4.63,CL,1707175997
205,forster,-32.1667,152.5167,30.21,70,64,1.48,AU,1707175752
206,port lincoln,-34.7333,135.8667,18.15,53,0,5.02,AU,1707176090
207,bundaberg north,-24.8551,152.3425,31.23,78,15,2.24,AU,1707176113
208,yanykurgan,43.915,67.2481,1.39,69,98,7.46,KZ,1707176114
209,vila franca do campo,37.7167,-25.4333,18.27,99,95,6.09,PT,1707176114
210,luderitz,-26.6481,15.1594,18.33,90,1,2.66,NA,1707176114
211,vanino,49.0869,140.2543,-18.37,75,5,1.5,RU,1707176114
212,undurkhaan,47.3194,110.6556,-25.07,96,27,1.46,MN,1707176114
213,tromso,69.6496,18.957,-4.99,63,0,3.09,NO,1707176098
214,makhambet,47.6667,51.5833,1.81,98,100,7.14,KZ,1707176114
215,vadso,70.0744,29.7487,-8.91,86,20,4.12,NO,1707176114
216,malango,-2.9627,119.9001,22.79,85,99,0.85,ID,1707176115
217,isla del bosque,22.7333,-105.85,24.34,52,1,4.15,MX,1707176115
218,restrepo,3.822,-76.5224,21.19,96,99,1.68,CO,1707176115
219,bandon,51.7469,-8.7425,10.77,80,100,8.29,IE,1707176115
220,pingliang,35.5392,106.6861,-4.2,67,100,1.16,CN,1707176115
221,kovur,14.4833,79.9833,20.8,93,0,2.39,IN,1707176115
222,essaouira,31.5125,-9.77,11.72,54,40,2.06,MA,1707176116
223,singerei,47.6667,28.1667,5.16,88,100,3.61,MD,1707176116
224,kovdor,67.5662,30.4758,-27.13,100,100,0.6,RU,1707176116
225,mount gambier,-37.8333,140.7667,18.76,42,3,3.55,AU,1707176116
226,margaret river,-33.95,115.0667,16.43,62,53,3.8,AU,1707176076
227,colonia,50.9333,6.95,9.47,78,100,4.63,DE,1707176116
228,mont-laurier,46.5501,-75.4993,-3.21,96,45,1.56,CA,1707176116
229,kouango,4.9934,19.9619,27.04,28,13,0.07,CF,1707176116
230,al abyar,32.19,20.5965,11.09,91,13,3.23,LY,1707176117
231,bluefields,12.0137,-83.7635,30.04,79,20,2.06,NI,1707176117
232,garoowe,8.4054,48.4845,20.81,72,35,3.38,SO,1707176117
233,al hindiyah,32.5433,44.2225,13.53,46,90,4.63,IQ,1707176117
234,crane,31.3974,-102.3501,14.62,39,13,0.65,US,1707176117
235,thai binh,20.45,106.3333,20.1,95,100,4.48,VN,1707176117
236,urengoy,65.9667,78.3667,-24.41,100,98,3.88,RU,1707176117
237,sinabang,2.4803,96.3801,26.82,81,100,0.8,ID,1707176117
238,dudinka,69.4058,86.1778,-25.18,97,78,1.79,RU,1707176118
239,prado,-17.3411,-39.2208,25.46,89,69,2.55,BR,1707176118
240,puerto deseado,-47.7503,-65.8938,16.61,67,1,8.16,AR,1707176118
241,reggane,26.7158,0.1714,15.44,23,66,4.81,DZ,1707176118
242,nogliki,51.8333,143.1667,-21.48,99,51,3.58,RU,1707176118
243,gumla,23.05,84.55,14.89,81,8,2.11,IN,1707176118
244,meybod,32.2501,54.0166,5.01,23,1,0.88,IR,1707176118
245,wailua homesteads,22.0669,-159.378,25.24,65,75,8.75,US,1707176087
246,mejit,10.2753,170.8646,26.83,81,69,8.07,MH,1707176119
247,crucecita,-28.95,-58.9833,31.31,42,18,4.88,AR,1707176119
248,bredasdorp,-34.5322,20.0403,21.37,78,19,1.22,ZA,1707176058
249,iquitos,-3.7481,-73.2472,29.02,74,40,1.54,PE,1707175925
250,brandon,27.9378,-82.2859,18.18,79,0,1.79,US,1707175838
251,twin falls,42.3505,-114.6445,10.19,50,40,8.23,US,1707176119
252,narvik,68.4384,17.4272,-4.33,78,89,2.98,NO,1707176119
253,kapuskasing,49.4169,-82.4331,-2.95,93,100,2.57,CA,1707176119
254,khandyga,62.6667,135.6,-43.35,100,61,0.93,RU,1707176120
255,muisne,0.6,-80.0333,26.27,88,67,2.57,EC,1707176120
256,man,7.4125,-7.5538,24.09,25,6,0.97,CI,1707176120
257,hamilton,39.1834,-84.5333,9.35,63,0,5.14,US,1707175912
258,saldanha,-33.0117,17.9442,20.03,97,57,2.01,ZA,1707176120
259,okha,53.5739,142.9478,-21.45,97,42,5.57,RU,1707176120
260,daru,-9.0763,143.2092,28.05,82,100,3.34,PG,1707176120
261,barabai,-2.5833,115.3833,25.7,82,94,0.48,ID,1707176121
262,vico del gargano,41.8983,15.9576,5.7,81,9,2.3,IT,1707176121
